assay_chembl_id,document_chembl_id,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
CHEMBL5049601,CHEMBL5046296,CHEMBL5084438,=,=,Stability,%,92.0,Stability,%,92.0
CHEMBL5049601,CHEMBL5046296,CHEMBL5089410,=,=,Stability,%,87.0,Stability,%,87.0
CHEMBL5050102,CHEMBL5046305,CHEMBL3911017,=,=,Stability,microL/min/mg,210.0,Stability,microL/min/mg,210.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5078476,=,=,Stability,microL/min/mg,449.0,Stability,microL/min/mg,449.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5092557,>,>,Stability,microL/min/mg,768.0,Stability,microL/min/mg,768.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5081796,=,=,Stability,microL/min/mg,490.0,Stability,microL/min/mg,490.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5093457,=,=,Stability,microL/min/mg,287.0,Stability,microL/min/mg,287.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5082529,=,=,Stability,microL/min/mg,117.0,Stability,microL/min/mg,117.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5088217,=,=,Stability,microL/min/mg,235.0,Stability,microL/min/mg,235.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5087917,=,=,Stability,microL/min/mg,79.0,Stability,microL/min/mg,79.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5085993,=,=,Stability,microL/min/mg,80.0,Stability,microL/min/mg,80.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5079717,=,=,Stability,microL/min/mg,9.0,Stability,microL/min/mg,9.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5072578,=,=,Stability,microL/min/mg,29.0,Stability,microL/min/mg,29.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5093442,=,=,Stability,microL/min/mg,206.0,Stability,microL/min/mg,206.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5091527,=,=,Stability,microL/min/mg,34.0,Stability,microL/min/mg,34.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5074786,=,=,Stability,microL/min/mg,181.0,Stability,microL/min/mg,181.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5092735,=,=,Stability,microL/min/mg,7.0,Stability,microL/min/mg,7.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5069417,=,=,Stability,microL/min/mg,97.0,Stability,microL/min/mg,97.0
CHEMBL5050102,CHEMBL5046305,CHEMBL5079867,=,=,Stability,microL/min/mg,41.0,Stability,microL/min/mg,41.0
CHEMBL5050174,CHEMBL5046309,CHEMBL5091917,>,>,T1/2,hr,2.317,t1/2,min,139.0
CHEMBL5050232,CHEMBL5046310,CHEMBL3580934,>,>,T1/2,hr,1.0,t1/2,min,60.0
CHEMBL5050268,CHEMBL5046313,CHEMBL5084824,=,=,T1/2,hr,0.08333,t1/2,min,5.0
CHEMBL5050268,CHEMBL5046313,CHEMBL5075521,=,=,T1/2,hr,0.1167,t1/2,min,7.0
CHEMBL5050268,CHEMBL5046313,CHEMBL5088078,=,=,T1/2,hr,0.1167,t1/2,min,7.0
CHEMBL5050268,CHEMBL5046313,CHEMBL5080251,=,=,T1/2,hr,0.1167,t1/2,min,7.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5079148,=,=,CL,mL.min-1.kg-1,21.0,CLH,ml/min.kg,21.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5074154,=,=,CL,mL.min-1.kg-1,34.0,CLH,ml/min.kg,34.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5089035,=,=,CL,mL.min-1.kg-1,22.0,CLH,ml/min.kg,22.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5083820,=,=,CL,mL.min-1.kg-1,33.0,CLH,ml/min.kg,33.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5091910,=,=,CL,mL.min-1.kg-1,124.0,CLH,ml/min.kg,124.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5075104,=,=,CL,mL.min-1.kg-1,210.0,CLH,ml/min.kg,210.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5083385,=,=,CL,mL.min-1.kg-1,143.0,CLH,ml/min.kg,143.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5084182,=,=,CL,mL.min-1.kg-1,177.0,CLH,ml/min.kg,177.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5093800,=,=,CL,mL.min-1.kg-1,64.0,CLH,ml/min.kg,64.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5093219,=,=,CL,mL.min-1.kg-1,51.0,CLH,ml/min.kg,51.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5075024,=,=,CL,mL.min-1.kg-1,92.0,CLH,ml/min.kg,92.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5080509,=,=,CL,mL.min-1.kg-1,20.0,CLH,ml/min.kg,20.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5087775,=,=,CL,mL.min-1.kg-1,34.0,CLH,ml/min.kg,34.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5093059,=,=,CL,mL.min-1.kg-1,50.0,CLH,ml/min.kg,50.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5092471,=,=,CL,mL.min-1.kg-1,58.0,CLH,ml/min.kg,58.0
CHEMBL5050645,CHEMBL5046317,CHEMBL5083515,=,=,CL,mL.min-1.kg-1,1505.0,CLH,ml/min.kg,1505.0
CHEMBL5050655,CHEMBL5046318,CHEMBL4868912,=,=,T1/2,hr,0.48,t1/2,min,28.8
CHEMBL5050655,CHEMBL5046318,CHEMBL5077135,=,=,T1/2,hr,0.6433,t1/2,min,38.6
CHEMBL5050655,CHEMBL5046318,CHEMBL5069638,=,=,T1/2,hr,0.3767,t1/2,min,22.6
CHEMBL5050655,CHEMBL5046318,CHEMBL3330226,=,=,T1/2,hr,1.035,t1/2,min,62.1
CHEMBL5050657,CHEMBL5046318,CHEMBL4868912,=,=,CL,mL.min-1.kg-1,60.5,CLH,ml/min.kg,60.5
CHEMBL5050657,CHEMBL5046318,CHEMBL5077135,=,=,CL,mL.min-1.kg-1,45.1,CLH,ml/min.kg,45.1
CHEMBL5050657,CHEMBL5046318,CHEMBL5069638,=,=,CL,mL.min-1.kg-1,77.0,CLH,ml/min.kg,77.0
CHEMBL5050657,CHEMBL5046318,CHEMBL3330226,=,=,CL,mL.min-1.kg-1,28.1,CLH,ml/min.kg,28.1
CHEMBL5050716,CHEMBL5046321,CHEMBL5070753,=,=,CLH,uL/min,15.2,CLH,uL/min,15.2
CHEMBL5050737,CHEMBL5046321,CHEMBL5070753,<,<,CL,mL.min-1.g-1,4.0,CLH,microL/min/mg,4.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5078848,<,<,CL,mL.min-1.kg-1,4.0,CLH,ml/min.kg,4.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5092637,=,=,CL,mL.min-1.kg-1,23.0,CLH,ml/min.kg,23.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5094742,=,=,CL,mL.min-1.kg-1,42.0,CLH,ml/min.kg,42.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5087594,<,<,CL,mL.min-1.kg-1,4.0,CLH,ml/min.kg,4.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5085765,=,=,CL,mL.min-1.kg-1,42.0,CLH,ml/min.kg,42.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5090919,=,=,CL,mL.min-1.kg-1,28.0,CLH,ml/min.kg,28.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5080618,=,=,CL,mL.min-1.kg-1,14.0,CLH,ml/min.kg,14.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5083676,=,=,CL,mL.min-1.kg-1,39.0,CLH,ml/min.kg,39.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5092708,=,=,CL,mL.min-1.kg-1,39.0,CLH,ml/min.kg,39.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5083605,=,=,CL,mL.min-1.kg-1,68.0,CLH,ml/min.kg,68.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5092706,=,=,CL,mL.min-1.kg-1,12.0,CLH,ml/min.kg,12.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5080277,=,=,CL,mL.min-1.kg-1,13.0,CLH,ml/min.kg,13.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5085284,=,=,CL,mL.min-1.kg-1,38.0,CLH,ml/min.kg,38.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5086297,=,=,CL,mL.min-1.kg-1,10.0,CLH,ml/min.kg,10.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5074314,>,>,CL,mL.min-1.kg-1,200.0,CLH,ml/min.kg,200.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5093394,<,<,CL,mL.min-1.kg-1,5.0,CLH,ml/min.kg,5.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5086717,<,<,CL,mL.min-1.kg-1,5.0,CLH,ml/min.kg,5.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5080871,<,<,CL,mL.min-1.kg-1,5.0,CLH,ml/min.kg,5.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5081973,=,=,CL,mL.min-1.kg-1,8.0,CLH,ml/min.kg,8.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5088048,<,<,CL,mL.min-1.kg-1,4.0,CLH,ml/min.kg,4.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5080858,=,=,CL,mL.min-1.kg-1,12.0,CLH,ml/min.kg,12.0
CHEMBL5050787,CHEMBL5046323,CHEMBL5092677,=,=,CL,mL.min-1.kg-1,6.9,CLH,ml/min.kg,6.9
CHEMBL5050787,CHEMBL5046323,CHEMBL5085809,=,=,CL,mL.min-1.kg-1,6.0,CLH,ml/min.kg,6.0
CHEMBL5050787,CHEMBL5046323,CHEMBL4446255,=,=,CL,mL.min-1.kg-1,89.0,CLH,ml/min.kg,89.0
CHEMBL5050882,CHEMBL5050827,CHEMBL5073329,=,=,Stability,%,35.4,Stability,%,35.4
CHEMBL5050882,CHEMBL5050827,CHEMBL5093745,=,=,Stability,%,71.4,Stability,%,71.4
CHEMBL5050882,CHEMBL5050827,CHEMBL5088106,=,=,Stability,%,73.5,Stability,%,73.5
CHEMBL5050882,CHEMBL5050827,CHEMBL5074109,=,=,Stability,%,46.1,Stability,%,46.1
CHEMBL5050882,CHEMBL5050827,CHEMBL5093462,=,=,Stability,%,50.1,Stability,%,50.1
CHEMBL5050882,CHEMBL5050827,CHEMBL5087177,=,=,Stability,%,3.7,Stability,%,3.7
CHEMBL5050882,CHEMBL5050827,CHEMBL5075406,=,=,Stability,%,69.7,Stability,%,69.7
CHEMBL5050882,CHEMBL5050827,CHEMBL5087303,=,=,Stability,%,80.4,Stability,%,80.4
CHEMBL5050882,CHEMBL5050827,CHEMBL5087993,=,=,Stability,%,74.1,Stability,%,74.1
CHEMBL5050882,CHEMBL5050827,CHEMBL5075390,=,=,Stability,%,59.3,Stability,%,59.3
CHEMBL5050882,CHEMBL5050827,CHEMBL5075836,=,=,Stability,%,49.2,Stability,%,49.2
CHEMBL5050882,CHEMBL5050827,CHEMBL5093605,=,=,Stability,%,53.3,Stability,%,53.3
CHEMBL5050882,CHEMBL5050827,CHEMBL5088753,=,=,Stability,%,52.49,Stability,%,52.49
CHEMBL5050882,CHEMBL5050827,CHEMBL5078402,=,=,Stability,%,2.1,Stability,%,2.1
CHEMBL5050882,CHEMBL5050827,CHEMBL5075030,=,=,Stability,%,76.44,Stability,%,76.44
CHEMBL5050882,CHEMBL5050827,CHEMBL5082641,=,=,Stability,%,39.72,Stability,%,39.72
CHEMBL5050882,CHEMBL5050827,CHEMBL5092621,=,=,Stability,%,90.4,Stability,%,90.4
CHEMBL5050882,CHEMBL5050827,CHEMBL5091548,=,=,Stability,%,84.4,Stability,%,84.4
CHEMBL5050882,CHEMBL5050827,CHEMBL5094827,=,=,Stability,%,95.5,Stability,%,95.5
CHEMBL5050882,CHEMBL5050827,CHEMBL5077812,=,=,Stability,%,68.0,Stability,%,68.0
CHEMBL5050882,CHEMBL5050827,CHEMBL5077430,=,=,Stability,%,77.8,Stability,%,77.8
CHEMBL5050882,CHEMBL5050827,CHEMBL5089671,=,=,Stability,%,44.8,Stability,%,44.8
CHEMBL5050882,CHEMBL5050827,CHEMBL5094932,=,=,Stability,%,84.4,Stability,%,84.4
CHEMBL5050882,CHEMBL5050827,CHEMBL5088282,=,=,Stability,%,81.9,Stability,%,81.9
CHEMBL5050882,CHEMBL5050827,CHEMBL5076457,=,=,Stability,%,41.8,Stability,%,41.8
CHEMBL5050990,CHEMBL5050831,CHEMBL5078139,=,=,CL,mL.min-1.g-1,163.0,CLH,microL/min/mg,163.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5079257,=,=,CL,mL.min-1.g-1,113.0,CLH,microL/min/mg,113.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5085163,=,=,CL,mL.min-1.g-1,267.0,CLH,microL/min/mg,267.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5079598,=,=,CL,mL.min-1.g-1,214.0,CLH,microL/min/mg,214.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5081217,=,=,CL,mL.min-1.g-1,78.0,CLH,microL/min/mg,78.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5084619,=,=,CL,mL.min-1.g-1,78.0,CLH,microL/min/mg,78.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5087996,=,=,CL,mL.min-1.g-1,61.0,CLH,microL/min/mg,61.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5076229,=,=,CL,mL.min-1.g-1,264.0,CLH,microL/min/mg,264.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5080186,=,=,CL,mL.min-1.g-1,174.0,CLH,microL/min/mg,174.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5076616,=,=,CL,mL.min-1.g-1,50.0,CLH,microL/min/mg,50.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5078588,=,=,CL,mL.min-1.g-1,52.0,CLH,microL/min/mg,52.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5092801,=,=,CL,mL.min-1.g-1,130.0,CLH,microL/min/mg,130.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5090742,=,=,CL,mL.min-1.g-1,57.0,CLH,microL/min/mg,57.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5085776,=,=,CL,mL.min-1.g-1,76.0,CLH,microL/min/mg,76.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5087782,=,=,CL,mL.min-1.g-1,172.0,CLH,microL/min/mg,172.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5078308,=,=,CL,mL.min-1.g-1,142.0,CLH,microL/min/mg,142.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5071836,>,>,CL,mL.min-1.g-1,500.0,CLH,microL/min/mg,500.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5083570,=,=,CL,mL.min-1.g-1,366.0,CLH,microL/min/mg,366.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5077027,=,=,CL,mL.min-1.g-1,78.0,CLH,microL/min/mg,78.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5076430,=,=,CL,mL.min-1.g-1,85.0,CLH,microL/min/mg,85.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5084864,=,=,CL,mL.min-1.g-1,67.0,CLH,microL/min/mg,67.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5086714,=,=,CL,mL.min-1.g-1,404.0,CLH,microL/min/mg,404.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5093876,=,=,CL,mL.min-1.g-1,51.0,CLH,microL/min/mg,51.0
CHEMBL5050990,CHEMBL5050831,CHEMBL5076368,=,=,CL,mL.min-1.g-1,132.0,CLH,microL/min/mg,132.0
CHEMBL5051141,CHEMBL5050841,CHEMBL5087330,,,Stability,%,,Stability,,
CHEMBL5051788,CHEMBL5050861,CHEMBL5088290,=,=,T1/2,hr,0.7833,t1/2,min,47.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5083499,=,=,Stability,%,72.4,Stability,%,72.4
CHEMBL5053349,CHEMBL5052845,CHEMBL5073981,=,=,Stability,%,0.62,Stability,%,0.62
CHEMBL5053349,CHEMBL5052845,CHEMBL5071570,=,=,Stability,%,110.0,Stability,%,110.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5082911,=,=,Stability,%,101.0,Stability,%,101.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5083958,=,=,Stability,%,44.0,Stability,%,44.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5091990,=,=,Stability,%,8.05,Stability,%,8.05
CHEMBL5053349,CHEMBL5052845,CHEMBL5084879,=,=,Stability,%,0.27,Stability,%,0.27
CHEMBL5053349,CHEMBL5052845,CHEMBL5092185,=,=,Stability,%,31.3,Stability,%,31.3
CHEMBL5053349,CHEMBL5052845,CHEMBL5094199,=,=,Stability,%,84.7,Stability,%,84.7
CHEMBL5053349,CHEMBL5052845,CHEMBL5079570,=,=,Stability,%,1.44,Stability,%,1.44
CHEMBL5053349,CHEMBL5052845,CHEMBL5078542,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5082775,=,=,Stability,%,23.3,Stability,%,23.3
CHEMBL5053349,CHEMBL5052845,CHEMBL5078738,=,=,Stability,%,66.9,Stability,%,66.9
CHEMBL5053349,CHEMBL5052845,CHEMBL5073302,=,=,Stability,%,93.9,Stability,%,93.9
CHEMBL5053349,CHEMBL5052845,CHEMBL5069994,=,=,Stability,%,1.12,Stability,%,1.12
CHEMBL5053349,CHEMBL5052845,CHEMBL5081598,=,=,Stability,%,2.0,Stability,%,2.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5088418,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5088434,=,=,Stability,%,2.0,Stability,%,2.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5080989,=,=,Stability,%,97.6,Stability,%,97.6
CHEMBL5053349,CHEMBL5052845,CHEMBL5091963,=,=,Stability,%,36.6,Stability,%,36.6
CHEMBL5053349,CHEMBL5052845,CHEMBL5087081,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5082746,=,=,Stability,%,41.7,Stability,%,41.7
CHEMBL5053349,CHEMBL5052845,CHEMBL5094635,=,=,Stability,%,3.4,Stability,%,3.4
CHEMBL5053349,CHEMBL5052845,CHEMBL5084971,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5090182,=,=,Stability,%,49.8,Stability,%,49.8
CHEMBL5053349,CHEMBL5052845,CHEMBL5090972,=,=,Stability,%,101.0,Stability,%,101.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5076788,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5083836,=,=,Stability,%,16.0,Stability,%,16.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5076465,=,=,Stability,%,82.0,Stability,%,82.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5079889,=,=,Stability,%,94.0,Stability,%,94.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5082482,=,=,Stability,%,16.0,Stability,%,16.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5080140,=,=,Stability,%,73.0,Stability,%,73.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5094077,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5076639,=,=,Stability,%,0.4,Stability,%,0.4
CHEMBL5053349,CHEMBL5052845,CHEMBL5089031,=,=,Stability,%,50.1,Stability,%,50.1
CHEMBL5053349,CHEMBL5052845,CHEMBL5079130,=,=,Stability,%,14.9,Stability,%,14.9
CHEMBL5053349,CHEMBL5052845,CHEMBL5090047,=,=,Stability,%,0.1,Stability,%,0.1
CHEMBL5053349,CHEMBL5052845,CHEMBL5080501,=,=,Stability,%,73.5,Stability,%,73.5
CHEMBL5053349,CHEMBL5052845,CHEMBL5092117,=,=,Stability,%,24.5,Stability,%,24.5
CHEMBL5053349,CHEMBL5052845,CHEMBL5079276,=,=,Stability,%,73.4,Stability,%,73.4
CHEMBL5053349,CHEMBL5052845,CHEMBL5090413,=,=,Stability,%,45.0,Stability,%,45.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5077834,=,=,Stability,%,78.0,Stability,%,78.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5094384,=,=,Stability,%,62.0,Stability,%,62.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5082424,=,=,Stability,%,1.8,Stability,%,1.8
CHEMBL5053349,CHEMBL5052845,CHEMBL5088533,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5088222,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5082958,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5089036,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5073031,=,=,Stability,%,2.7,Stability,%,2.7
CHEMBL5053349,CHEMBL5052845,CHEMBL5077077,=,=,Stability,%,11.0,Stability,%,11.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5069720,=,=,Stability,%,10.0,Stability,%,10.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5090999,=,=,Stability,%,17.9,Stability,%,17.9
CHEMBL5053349,CHEMBL5052845,CHEMBL5075859,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5088639,=,=,Stability,%,86.7,Stability,%,86.7
CHEMBL5053349,CHEMBL5052845,CHEMBL5082508,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5079240,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5083632,=,=,Stability,%,28.2,Stability,%,28.2
CHEMBL5053349,CHEMBL5052845,CHEMBL5076533,=,=,Stability,%,35.7,Stability,%,35.7
CHEMBL5053349,CHEMBL5052845,CHEMBL5077735,=,=,Stability,%,51.7,Stability,%,51.7
CHEMBL5053349,CHEMBL5052845,CHEMBL5084735,=,=,Stability,%,1.0,Stability,%,1.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5073170,=,=,Stability,%,27.3,Stability,%,27.3
CHEMBL5053349,CHEMBL5052845,CHEMBL5084094,=,=,Stability,%,5.86,Stability,%,5.86
CHEMBL5053349,CHEMBL5052845,CHEMBL5083168,=,=,Stability,%,0.73,Stability,%,0.73
CHEMBL5053349,CHEMBL5052845,CHEMBL5081327,=,=,Stability,%,11.0,Stability,%,11.0
CHEMBL5053349,CHEMBL5052845,CHEMBL5090943,=,=,Stability,%,58.5,Stability,%,58.5
CHEMBL5053349,CHEMBL5052845,CHEMBL5078975,=,=,Stability,%,60.5,Stability,%,60.5
CHEMBL5053349,CHEMBL5052845,CHEMBL5074881,=,=,Stability,%,14.9,Stability,%,14.9
CHEMBL5053349,CHEMBL5052845,CHEMBL5072688,=,=,Stability,%,0.1,Stability,%,0.1
CHEMBL5053349,CHEMBL5052845,CHEMBL5085973,=,=,Stability,%,70.7,Stability,%,70.7
CHEMBL5053349,CHEMBL5052845,CHEMBL5079926,=,=,Stability,%,1.49,Stability,%,1.49
CHEMBL5053349,CHEMBL5052845,CHEMBL5085906,=,=,Stability,%,0.36,Stability,%,0.36
CHEMBL5053349,CHEMBL5052845,CHEMBL5092971,=,=,Stability,%,0.14,Stability,%,0.14
CHEMBL5053349,CHEMBL5052845,CHEMBL5080085,=,=,Stability,%,27.1,Stability,%,27.1
CHEMBL5053349,CHEMBL5052845,CHEMBL5084435,=,=,Stability,%,1.24,Stability,%,1.24
CHEMBL5053349,CHEMBL5052845,CHEMBL5087116,=,=,Stability,%,88.9,Stability,%,88.9
CHEMBL5053349,CHEMBL5052845,CHEMBL5082948,=,=,Stability,%,83.4,Stability,%,83.4
CHEMBL5053349,CHEMBL5052845,CHEMBL5094582,=,=,Stability,%,1.7,Stability,%,1.7
CHEMBL5053349,CHEMBL5052845,CHEMBL5089278,=,=,Stability,%,60.3,Stability,%,60.3
CHEMBL5053349,CHEMBL5052845,CHEMBL5079321,=,=,Stability,%,66.4,Stability,%,66.4
CHEMBL5053349,CHEMBL5052845,CHEMBL5090115,=,=,Stability,%,60.4,Stability,%,60.4
CHEMBL5053349,CHEMBL5052845,CHEMBL5077122,=,=,Stability,%,78.4,Stability,%,78.4
CHEMBL5053349,CHEMBL5052845,CHEMBL5090897,=,=,Stability,%,67.8,Stability,%,67.8
CHEMBL5053349,CHEMBL5052845,CHEMBL5075788,=,=,Stability,%,12.8,Stability,%,12.8
CHEMBL5053349,CHEMBL5052845,CHEMBL5081491,=,=,Stability,%,0.85,Stability,%,0.85
CHEMBL5053349,CHEMBL5052845,CHEMBL5089398,=,=,Stability,%,5.7,Stability,%,5.7
CHEMBL5053600,CHEMBL5053484,CHEMBL5085737,,,Stability,%,,Stability,,
CHEMBL5053600,CHEMBL5053484,CHEMBL5073848,,,Stability,%,,Stability,,
CHEMBL5053624,CHEMBL5053486,CHEMBL5081557,=,=,CL,mL.min-1.kg-1,4043.0,CL free,ml/min.kg,4043.0
CHEMBL5053624,CHEMBL5053486,CHEMBL5093568,=,=,CL,mL.min-1.kg-1,3450.0,CL free,ml/min.kg,3450.0
CHEMBL5053624,CHEMBL5053486,CHEMBL5081257,=,=,CL,mL.min-1.kg-1,495.0,CL free,ml/min.kg,495.0
CHEMBL5053624,CHEMBL5053486,CHEMBL5085419,=,=,CL,mL.min-1.kg-1,448.0,CL free,ml/min.kg,448.0
CHEMBL5053624,CHEMBL5053486,CHEMBL5082586,=,=,CL,mL.min-1.kg-1,80.7,CL free,ml/min.kg,80.7
CHEMBL5053624,CHEMBL5053486,CHEMBL5077159,=,=,CL,mL.min-1.kg-1,218.0,CL free,ml/min.kg,218.0
CHEMBL5053624,CHEMBL5053486,CHEMBL5078351,=,=,CL,mL.min-1.kg-1,406.0,CL free,ml/min.kg,406.0
CHEMBL5053624,CHEMBL5053486,CHEMBL5079705,=,=,CL,mL.min-1.kg-1,69.5,CL free,ml/min.kg,69.5
CHEMBL5053624,CHEMBL5053486,CHEMBL5089797,=,=,CL,mL.min-1.kg-1,36.2,CL free,ml/min.kg,36.2
CHEMBL5053624,CHEMBL5053486,CHEMBL5092218,=,=,CL,mL.min-1.kg-1,92.2,CL free,ml/min.kg,92.2
CHEMBL5053624,CHEMBL5053486,CHEMBL5084186,=,=,CL,mL.min-1.kg-1,32.0,CL free,ml/min.kg,32.0
CHEMBL5053768,CHEMBL5053491,CHEMBL5073784,,,Stability,%,,Stability,,
CHEMBL5054068,CHEMBL5053507,CHEMBL4782365,=,=,CL,mL.min-1.kg-1,192.0,CLH,ml/min.kg,192.0
CHEMBL5054068,CHEMBL5053507,CHEMBL5087557,=,=,CL,mL.min-1.kg-1,171.0,CLH,ml/min.kg,171.0
CHEMBL5054068,CHEMBL5053507,CHEMBL5092954,=,=,CL,mL.min-1.kg-1,33.0,CLH,ml/min.kg,33.0
CHEMBL5054068,CHEMBL5053507,CHEMBL5087932,=,=,CL,mL.min-1.kg-1,87.0,CLH,ml/min.kg,87.0
CHEMBL5054068,CHEMBL5053507,CHEMBL5088042,=,=,CL,mL.min-1.kg-1,214.0,CLH,ml/min.kg,214.0
